1369
193.125.142.79+19 03 2005 78
217.151.236.3+08 12 2004 343
195.64.226.200+08 12 2004 343
217.8.81.11+09 12 2004 344
213.85.40.98+09 12 2004 344
194.44.10.126+10 12 2004 345
213.85.145.154+11 12 2004 346
193.233.48.78+11 12 2004 346
213.145.44.185+11 12 2004 346
207.46.98.79+12 03 2005 71
81.112.145.138+12 12 2004 347
81.201.64.104+12 12 2004 347
209.237.238.177+04 04 2005 94
80.246.69.15+12 12 2004 347
66.196.92.122+12 12 2004 347
152.23.82.184+13 12 2004 348
212.188.98.249+13 12 2004 348
207.46.98.80+25 03 2005 84
195.14.173.133+23 09 2005 266
213.154.204.193+15 12 2004 350
212.45.18.210+15 12 2004 350
195.98.164.2+24 02 2005 55
195.210.132.75+15 12 2004 350
212.248.5.35+16 12 2004 351
212.90.169.62+16 12 2004 351
195.239.133.99+16 12 2004 351
193.232.68.8+16 12 2004 351
194.67.64.51+31 03 2005 90
65.96.135.151+01 05 2005 121
195.209.41.229+20 04 2006 110
222.145.32.79+18 12 2004 353
83.234.99.196+18 12 2004 353
213.141.131.183+19 12 2004 354
194.135.230.19+19 12 2004 354
66.249.64.28+24 11 2005 328
195.239.6.244+19 12 2004 354
193.124.215.227+13 05 2005 133
83.219.10.126+20 12 2004 355
62.117.108.4+20 12 2004 355
212.188.98.225+20 12 2004 355
213.148.20.198+21 12 2004 356
62.76.10.139+21 12 2004 356
127.0.0.1+04 02 2005 35
212.119.232.143+07 02 2005 38
62.76.40.101+04 02 2005 35
213.140.251.62+04 02 2005 35
83.237.9.9+05 02 2005 36
217.197.249.10+20 05 2005 140
80.246.69.29+05 02 2005 36
195.133.152.242+05 02 2005 36
194.135.50.96+05 02 2005 36
82.207.80.193+06 02 2005 37
80.80.111.240+08 01 2006 8
212.46.249.95+07 02 2005 38
195.239.237.39+07 02 2005 38
194.85.81.107+07 02 2005 38
62.76.39.133+12 12 2005 346
195.239.237.16+08 02 2005 39
194.67.64.64+06 03 2006 65
193.125.142.3+05 12 2005 339
193.124.59.65+10 02 2005 41
82.142.146.187+10 02 2005 41
66.249.71.61+11 02 2005 42
85.140.12.21+11 02 2005 42
129.128.241.12+12 02 2005 43
194.85.81.248+27 02 2006 58
80.252.134.66+12 02 2005 43
85.94.3.2+12 02 2005 43
213.247.198.167+13 02 2005 44
85.94.3.111+13 02 2005 44
207.46.98.78+28 02 2005 59
85.94.3.87+29 06 2005 180
212.13.119.1+14 02 2005 45
66.196.90.144+15 02 2005 46
194.44.142.249+15 02 2005 46
83.237.25.78+16 02 2005 47
194.85.80.121+07 01 2006 7
194.67.64.130+17 02 2005 48
212.35.175.146+18 02 2005 49
82.207.29.224+18 02 2005 49
83.218.237.142+18 02 2005 49
193.125.143.254+18 02 2005 49
83.221.192.238+18 02 2005 49
83.237.25.215+18 02 2005 49
82.179.20.34+19 02 2005 50
83.237.133.89+20 02 2005 51
68.142.250.165+25 06 2005 176
131.169.66.117+20 02 2005 51
213.252.195.27+20 02 2005 51
68.142.251.23+08 06 2006 159
85.94.3.17+26 05 2005 146
66.249.71.28+17 03 2006 76
212.248.124.44+21 02 2005 52
193.232.12.34+17 05 2006 137
83.237.9.7+21 02 2005 52
83.237.236.216+21 02 2005 52
212.92.191.114+22 02 2005 53
193.109.146.158+22 02 2005 53
212.248.6.118+22 02 2005 53
212.248.120.115+22 02 2005 53
81.89.71.61+22 02 2005 53
83.239.132.38+23 02 2005 54
212.46.12.35+24 02 2005 55
193.232.27.140+24 02 2005 55
195.162.49.9+26 07 2005 207
213.180.210.10+26 02 2005 57
83.237.23.163+26 02 2005 57
81.89.71.5+27 02 2005 58
81.89.71.18+28 02 2005 59
194.85.80.127+05 03 2005 64
212.192.243.133+28 02 2005 59
194.85.83.244+28 02 2005 59
194.85.81.173+28 02 2005 59
62.76.7.6+01 03 2005 60
83.149.24.66+02 03 2005 61
213.80.148.137+02 03 2005 61
66.249.71.29+17 09 2005 260
194.85.82.118+03 03 2005 62
83.237.9.51+03 03 2005 62
82.207.56.232+03 03 2005 62
212.152.43.4+04 03 2005 63
83.237.9.40+04 03 2005 63
194.85.81.147+11 01 2006 11
83.237.33.238+05 03 2005 64
85.94.3.49+20 06 2005 171
195.54.5.105+07 03 2005 66
85.94.3.65+08 08 2005 220
81.176.67.106+09 03 2005 68
62.118.133.39+10 03 2005 69
194.133.69.135+10 03 2005 69
195.248.188.20+11 03 2005 70
194.85.81.187+05 06 2006 156
66.249.64.39+02 04 2005 92
195.34.229.87+14 03 2005 73
195.133.213.194+14 03 2005 73
193.124.227.107+14 03 2005 73
212.248.120.188+15 03 2005 74
194.67.64.82+16 03 2005 75
193.232.13.155+20 07 2005 201
217.25.84.90+16 03 2005 75
195.112.233.22+16 03 2005 75
194.85.83.29+16 03 2005 75
65.214.44.166+14 04 2006 104
195.208.251.227+17 03 2005 76
194.85.80.101+01 04 2005 91
193.125.19.12+18 03 2005 77
83.237.46.99+19 03 2005 78
85.94.3.112+21 03 2005 80
66.249.71.40+25 08 2005 237
83.136.116.100+23 03 2005 82
143.183.121.1+23 03 2005 82
83.149.230.2+09 03 2006 68
171.64.57.125+25 03 2005 84
195.209.208.45+26 05 2006 146
80.249.152.115+26 03 2005 85
194.135.226.185+26 03 2005 85
159.93.74.148+28 03 2005 87
195.225.129.1+28 03 2005 87
68.142.141.220+28 03 2005 87
80.246.69.53+28 03 2005 87
62.181.43.2+29 03 2005 88
195.128.147.209+29 03 2005 88
193.124.225.253+29 03 2005 88
213.180.216.25+22 04 2005 112
217.185.147.88+31 03 2005 90
213.171.50.109+31 03 2005 90
83.237.24.249+31 03 2005 90
212.35.175.82+31 03 2005 90
213.177.103.238+31 03 2005 90
159.93.130.226+31 03 2005 90
213.152.157.49+31 10 2005 304
193.125.19.11+02 04 2005 92
81.89.71.105+03 04 2005 93
213.234.238.30+10 06 2005 161
195.222.130.238+04 04 2005 94
193.124.227.223+04 04 2005 94
85.94.3.105+26 12 2005 360
81.6.242.60+05 04 2005 95
62.76.154.157+05 04 2005 95
194.220.61.178+06 04 2005 96
207.46.98.70+03 04 2006 93
213.131.9.253+08 04 2005 98
81.222.112.150+08 04 2005 98
195.250.64.76+08 04 2005 98
207.46.98.69+13 11 2005 317
85.94.3.118+10 04 2005 100
147.163.52.69+01 12 2005 335
81.195.233.102+10 04 2005 100
193.124.165.99+11 04 2005 101
66.249.64.30+12 04 2005 102
81.195.12.229+12 04 2005 102
84.17.233.197+13 04 2005 103
195.222.131.136+14 04 2005 104
83.174.214.228+15 04 2005 105
62.244.12.68+15 04 2005 105
85.192.30.2+15 04 2005 105
194.85.80.122+16 07 2005 197
213.24.220.11+23 02 2006 54
213.247.171.182+17 04 2005 107
194.85.83.87+17 04 2005 107
213.171.47.130+17 04 2005 107
195.128.55.58+17 04 2005 107
195.19.254.206+19 04 2005 109
212.248.18.118+19 04 2005 109
217.21.208.178+29 05 2005 149
194.44.160.3+20 04 2005 110
212.154.223.50+21 04 2005 111
66.249.71.73+16 05 2005 136
194.85.64.51+22 04 2005 112
195.131.50.219+23 04 2005 113
85.94.3.26+03 08 2005 215
212.44.93.241+24 04 2005 114
194.186.150.74+24 04 2005 114
213.78.166.58+25 04 2005 115
80.255.137.31+25 04 2005 115
212.45.26.162+25 04 2005 115
83.174.215.216+25 04 2005 115
195.209.208.28+10 02 2006 41
207.46.98.71+20 02 2006 51
83.174.213.52+27 04 2005 117
217.15.129.159+27 04 2005 117
194.85.81.102+27 04 2005 117
195.214.233.10+26 09 2005 269
81.19.66.39+29 06 2005 180
144.206.177.200+02 05 2005 122
217.196.175.166+04 05 2005 124
212.193.68.11+06 11 2005 310
213.148.19.101+05 05 2005 125
62.183.104.36+05 05 2005 125
194.67.64.14+06 05 2005 126
66.249.71.67+06 05 2005 126
81.89.71.56+07 05 2005 127
213.180.216.26+20 06 2005 171
212.248.122.20+08 05 2005 128
213.87.83.244+08 05 2005 128
195.96.191.162+08 05 2005 128
83.237.9.20+10 05 2005 130
83.237.200.62+10 05 2005 130
212.15.119.215+11 05 2005 131
81.176.2.242+11 05 2005 131
195.209.208.16+24 05 2006 144
128.232.245.30+02 09 2005 245
80.237.82.180+12 05 2005 132
194.67.146.129+12 05 2005 132
213.87.56.10+12 05 2005 132
217.25.84.198+13 05 2005 133
217.21.40.1+14 05 2005 134
24.141.161.54+28 07 2005 209
83.237.188.141+15 05 2005 135
212.45.6.196+16 05 2005 136
64.242.88.10+07 03 2006 66
85.94.3.16+30 08 2005 242
62.105.4.44+17 05 2005 137
194.85.81.206+18 05 2005 138
83.237.68.123+19 05 2005 139
85.94.3.124+19 05 2005 139
159.93.51.221+20 05 2005 140
216.58.12.34+21 05 2005 141
207.46.98.73+21 06 2006 172
194.44.21.110+11 06 2005 162
81.211.123.152+21 05 2005 141
85.94.3.74+22 06 2005 173
80.70.224.4+24 05 2005 144
66.147.154.3+24 05 2005 144
194.67.27.162+07 11 2005 311
83.237.9.53+25 05 2005 145
85.94.3.36+10 12 2005 344
85.94.3.90+02 08 2005 214
62.118.56.118+27 05 2005 147
83.174.214.41+28 05 2005 148
195.34.228.151+28 05 2005 148
195.34.228.208+28 05 2005 148
83.174.208.5+28 05 2005 148
195.46.161.254+28 05 2005 148
85.94.3.81+11 09 2005 254
195.34.228.94+01 06 2005 152
217.67.113.134+23 06 2005 174
212.192.254.88+04 06 2005 155
217.21.208.174+03 06 2005 154
80.95.33.232+03 06 2005 154
207.46.98.72+20 03 2006 79
83.237.231.172+04 06 2005 155
85.94.3.114+04 11 2005 308
81.5.64.1+23 11 2005 327
84.242.206.51+05 06 2005 156
212.12.21.4+05 06 2005 156
66.249.71.69+06 06 2005 157
195.78.58.214+06 06 2005 157
193.232.4.184+18 01 2006 18
213.148.15.156+06 06 2005 157
85.94.3.67+07 06 2005 158
195.128.78.9+07 06 2005 158
131.179.64.187+08 06 2005 159
212.119.126.164+08 06 2005 159
194.67.3.201+22 06 2005 173
194.149.65.59+22 06 2005 173
217.21.43.18+06 03 2006 65
194.85.80.13+10 06 2005 161
217.107.237.23+10 06 2005 161
195.34.229.44+11 06 2005 162
212.158.161.122+11 06 2005 162
83.69.119.134+11 06 2005 162
212.154.233.148+12 06 2005 163
193.19.82.3+13 06 2005 164
217.132.111.154+13 06 2005 164
195.14.57.242+13 06 2005 164
213.145.47.11+14 06 2005 165
194.67.67.194+06 04 2006 96
85.94.3.51+05 07 2005 186
194.85.80.99+15 06 2005 166
83.69.97.46+24 04 2006 114
195.208.220.250+16 06 2005 167
213.148.16.34+16 06 2005 167
128.104.223.167+16 06 2005 167
212.129.105.50+16 06 2005 167
66.249.71.18+09 10 2005 282
83.174.215.122+17 06 2005 168
65.110.146.24+19 06 2005 170
83.237.99.86+19 06 2005 170
81.195.236.109+19 06 2005 170
217.10.38.76+19 06 2005 170
217.107.236.99+19 06 2005 170
213.171.38.193+19 06 2005 170
212.5.181.126+19 06 2005 170
83.237.191.85+19 06 2005 170
81.195.12.185+19 06 2005 170
193.232.121.244+19 06 2005 170
213.171.61.130+19 06 2005 170
83.237.8.169+19 06 2005 170
212.46.251.23+19 06 2005 170
83.237.153.57+19 06 2005 170
62.148.130.7+20 06 2005 171
212.118.50.142+20 06 2005 171
193.232.125.10+20 06 2005 171
194.186.127.193+20 06 2005 171
84.240.29.193+20 06 2005 171
85.94.3.25+17 09 2005 260
82.179.1.1+28 06 2005 179
213.247.162.130+21 06 2005 172
212.44.93.106+22 06 2005 173
131.142.41.103+22 06 2005 173
193.174.246.190+22 06 2005 173
83.237.220.70+22 06 2005 173
194.85.27.44+23 06 2005 174
82.179.76.1+23 06 2005 174
80.247.35.14+23 06 2005 174
83.237.9.14+23 06 2005 174
83.237.9.242+24 06 2005 175
195.46.97.11+24 06 2005 175
62.105.33.250+24 06 2005 175
194.85.224.35+02 03 2006 61
213.232.250.168+24 06 2005 175
217.25.84.206+25 06 2005 176
83.237.9.128+25 06 2005 176
217.10.33.122+25 06 2005 176
83.237.10.154+26 06 2005 177
217.197.249.11+27 06 2005 178
81.195.2.120+27 06 2005 178
68.142.251.73+18 12 2005 352
83.174.210.254+27 06 2005 178
195.140.181.2+27 06 2005 178
80.78.98.61+27 06 2005 178
192.148.166.146+27 06 2005 178
194.67.73.205+28 06 2005 179
62.84.100.8+28 06 2005 179
85.94.3.60+28 06 2005 179
70.110.207.97+28 06 2005 179
66.249.71.70+29 06 2005 180
83.237.136.52+29 06 2005 180
83.237.9.76+29 06 2005 180
83.149.24.94+30 06 2005 181
213.177.126.30+30 06 2005 181
85.94.3.123+11 09 2005 254
62.84.110.132+11 09 2005 254
80.73.194.109+01 07 2005 182
193.233.1.61+01 07 2005 182
213.135.98.52+01 07 2005 182
213.135.99.253+01 07 2005 182
193.125.142.217+01 07 2005 182
85.94.3.88+11 08 2005 223
213.234.216.222+02 07 2005 183
62.148.156.120+02 07 2005 183
85.94.3.31+04 09 2005 247
83.138.49.77+02 07 2005 183
192.16.204.80+03 07 2005 184
81.195.9.213+03 07 2005 184
194.186.50.19+04 07 2005 185
213.180.216.27+05 07 2005 186
195.239.237.178+05 07 2005 186
85.94.3.15+06 07 2005 187
83.237.10.47+06 07 2005 187
83.237.200.124+07 07 2005 188
85.94.3.70+05 02 2006 36
85.94.3.46+18 09 2005 261
213.221.55.131+07 07 2005 188
83.237.9.41+08 07 2005 189
217.175.132.2+09 07 2005 190
195.54.8.203+09 07 2005 190
194.154.84.59+24 07 2005 205
67.138.216.6+10 07 2005 191
66.249.71.32+28 09 2005 271
194.186.127.143+10 07 2005 191
83.69.240.3+10 07 2005 191
217.106.130.242+10 07 2005 191
195.230.71.77+10 07 2005 191
193.232.6.111+11 07 2005 192
213.189.222.242+11 07 2005 192
85.94.3.89+28 10 2005 301
213.148.4.162+12 07 2005 193
85.94.3.85+23 12 2005 357
85.94.3.24+13 07 2005 194
213.180.221.10+07 09 2005 250
194.186.126.62+14 07 2005 195
195.34.230.176+14 07 2005 195
85.94.3.98+14 07 2005 195
85.94.6.212+14 07 2005 195
24.91.195.58+15 07 2005 196
213.219.227.111+15 07 2005 196
213.131.4.88+15 07 2005 196
85.94.3.103+15 07 2005 196
195.209.208.40+10 02 2006 41
83.102.130.230+15 07 2005 196
207.46.98.68+24 11 2005 328
85.94.3.119+12 01 2006 12
128.135.152.151+17 07 2005 198
195.239.237.75+17 07 2005 198
217.24.116.227+17 07 2005 198
85.94.3.110+29 07 2005 210
80.78.99.7+18 07 2005 199
134.245.242.73+18 07 2005 199
85.94.3.121+30 12 2005 364
195.122.226.14+19 07 2005 200
85.94.3.68+20 01 2006 20
159.93.14.8+29 05 2006 149
64.242.88.50+05 12 2005 339
85.94.3.45+20 07 2005 201
195.208.248.50+22 07 2005 203
212.5.91.1+22 07 2005 203
85.94.3.93+31 08 2005 243
85.94.3.42+05 08 2005 217
85.94.3.59+26 01 2006 26
217.168.67.229+25 07 2005 206
213.85.17.138+25 07 2005 206
66.249.64.58+25 07 2005 206
85.94.3.38+30 08 2005 242
85.94.3.113+27 07 2005 208
207.68.146.62+27 07 2005 208
213.59.253.208+27 07 2005 208
85.94.3.116+27 07 2005 208
85.94.3.117+02 09 2005 245
212.192.235.78+28 07 2005 209
213.221.7.35+28 07 2005 209
129.7.205.176+29 07 2005 210
24.63.230.161+29 07 2005 210
82.207.30.94+29 07 2005 210
85.94.3.41+02 09 2005 245
80.240.98.98+29 07 2005 210
212.57.149.9+24 05 2006 144
193.233.32.4+06 08 2005 218
85.94.3.82+02 08 2005 214
85.94.3.14+31 07 2005 212
212.154.210.231+01 08 2005 213
62.148.229.1+01 08 2005 213
85.94.3.39+30 09 2005 273
80.237.3.218+02 08 2005 214
194.67.18.82+15 06 2006 166
85.94.3.101+01 02 2006 32
213.247.232.213+04 08 2005 216
85.94.3.52+04 08 2005 216
83.237.11.104+04 08 2005 216
195.19.235.110+14 06 2006 165
85.94.3.29+05 08 2005 217
69.199.74.93+06 08 2005 218
85.94.3.27+07 08 2005 219
207.46.98.66+04 10 2005 277
85.94.3.80+09 08 2005 221
81.89.67.130+09 08 2005 221
85.94.3.75+25 08 2005 237
85.94.3.86+10 08 2005 222
85.94.3.54+11 08 2005 223
217.106.18.70+12 08 2005 224
212.248.122.7+13 08 2005 225
66.249.64.55+15 08 2005 227
213.59.99.118+15 08 2005 227
217.21.208.166+15 08 2005 227
217.151.66.62+18 08 2005 230
62.118.1.18+18 08 2005 230
195.28.42.35+22 08 2005 234
195.128.54.202+18 08 2005 230
207.38.228.15+18 08 2005 230
83.234.64.79+20 08 2005 232
83.221.211.77+20 08 2005 232
195.184.194.163+21 08 2005 233
147.8.166.78+23 08 2005 235
83.174.214.49+23 08 2005 235
85.94.3.122+23 08 2005 235
62.213.83.54+24 08 2005 236
194.116.250.70+24 08 2005 236
195.239.237.183+24 08 2005 236
193.232.12.37+31 03 2006 90
212.192.96.140+25 08 2005 237
82.207.59.67+26 08 2005 238
128.104.165.117+19 09 2005 262
65.96.128.120+27 10 2005 300
82.209.216.170+26 08 2005 238
212.118.59.10+27 08 2005 239
85.94.3.30+26 01 2006 26
195.239.237.229+28 08 2005 240
80.246.75.37+29 08 2005 241
217.23.84.19+29 08 2005 241
193.30.249.38+29 08 2005 241
62.118.140.64+29 08 2005 241
212.248.73.202+29 08 2005 241
82.142.146.81+29 08 2005 241
85.94.3.55+23 12 2005 357
193.232.25.107+29 08 2005 241
85.94.3.35+29 08 2005 241
194.154.84.55+07 10 2005 280
80.246.69.61+30 08 2005 242
132.72.33.198+30 08 2005 242
85.94.3.96+23 09 2005 266
85.94.3.102+24 09 2005 267
85.94.3.43+30 08 2005 242
217.146.32.137+30 08 2005 242
85.94.3.76+30 08 2005 242
192.135.15.157+30 08 2005 242
85.94.3.125+30 08 2005 242
213.138.113.17+31 08 2005 243
213.232.196.50+15 11 2005 319
192.135.15.3+31 08 2005 243
81.13.30.174+31 08 2005 243
81.222.149.126+04 09 2005 247
82.179.191.126+02 09 2005 245
195.34.230.105+02 09 2005 245
66.249.65.168+22 04 2006 112
85.94.3.97+04 09 2005 247
83.237.104.195+04 09 2005 247
213.145.39.147+04 09 2005 247
194.85.81.44+13 06 2006 164
66.249.71.39+13 11 2005 317
193.232.12.51+06 09 2005 249
80.246.67.87+06 09 2005 249
212.33.240.105+08 09 2005 251
85.94.3.64+09 09 2005 252
83.237.17.172+10 09 2005 253
81.22.207.1+10 09 2005 253
85.94.3.106+11 09 2005 254
213.234.244.194+22 09 2005 265
195.184.204.120+11 09 2005 254
85.94.3.34+11 09 2005 254
212.248.120.231+12 09 2005 255
207.46.98.67+13 09 2005 256
83.237.20.3+15 09 2005 258
217.107.28.49+16 09 2005 259
83.174.205.2+16 09 2005 259
195.69.191.1+17 09 2005 260
85.94.3.57+17 09 2005 260
66.249.66.101+17 09 2005 260
217.10.38.32+19 09 2005 262
147.45.130.73+19 09 2005 262
80.92.15.96+19 09 2005 262
83.237.179.139+20 09 2005 263
140.115.31.77+21 09 2005 264
213.180.206.247+21 09 2005 264
194.85.8.36+22 09 2005 265
195.34.228.148+14 11 2005 318
85.30.224.63+22 09 2005 265
80.92.97.233+23 09 2005 266
212.42.39.218+23 09 2005 266
195.112.107.190+24 09 2005 267
213.180.217.10+07 06 2006 158
66.249.66.176+24 09 2005 267
195.239.237.26+24 09 2005 267
64.185.152.186+25 09 2005 268
83.237.204.224+27 09 2005 270
62.221.47.69+27 09 2005 270
85.196.215.157+15 06 2006 166
193.232.91.37+28 09 2005 271
212.154.151.142+29 09 2005 272
83.237.210.97+30 09 2005 273
212.45.26.185+30 09 2005 273
194.154.84.48+30 09 2005 273
195.46.115.220+30 09 2005 273
62.117.117.181+01 10 2005 274
217.21.208.180+05 10 2005 278
85.94.3.53+02 10 2005 275
212.5.79.144+04 10 2005 277
195.34.228.89+04 10 2005 277
85.140.76.200+04 10 2005 277
84.94.180.56+05 10 2005 278
82.179.130.166+06 10 2005 279
82.179.130.188+06 10 2005 279
66.139.73.201+06 10 2005 279
83.239.35.14+07 10 2005 280
85.94.3.50+22 10 2005 295
66.249.66.237+09 10 2005 282
82.179.130.165+10 10 2005 283
82.179.130.190+10 10 2005 283
83.237.33.144+10 10 2005 283
194.85.81.231+29 03 2006 88
82.179.131.39+10 10 2005 283
193.233.36.81+11 10 2005 284
217.147.21.238+11 10 2005 284
85.140.94.157+11 10 2005 284
212.58.204.182+12 10 2005 285
84.15.15.12+12 10 2005 285
87.68.26.17+14 10 2005 287
84.188.227.103+15 10 2005 288
195.190.104.21+15 10 2005 288
85.94.3.94+30 12 2005 364
80.249.156.93+16 10 2005 289
72.36.181.186+16 10 2005 289
83.237.171.97+17 10 2005 290
80.246.69.117+18 10 2005 291
195.34.230.160+18 10 2005 291
83.237.55.246+18 10 2005 291
85.140.96.2+18 10 2005 291
212.5.162.1+19 10 2005 292
212.119.253.205+19 10 2005 292
62.76.10.28+19 10 2005 292
83.237.213.52+19 10 2005 292
194.44.221.50+20 10 2005 293
193.219.130.127+20 10 2005 293
66.249.64.79+20 10 2005 293
66.249.65.84+21 10 2005 294
194.67.65.56+21 10 2005 294
217.15.144.18+06 02 2006 37
85.94.3.58+30 01 2006 30
128.230.72.50+21 10 2005 294
82.162.120.87+22 10 2005 295
137.138.13.29+24 10 2005 297
81.5.64.20+24 10 2005 297
194.85.81.63+24 10 2005 297
194.85.123.120+24 10 2005 297
193.232.6.181+24 10 2005 297
193.219.130.212+25 10 2005 298
210.150.10.92+26 10 2005 299
83.237.114.28+27 10 2005 300
194.85.80.69+27 10 2005 300
128.95.93.247+27 10 2005 300
83.237.55.230+27 10 2005 300
212.46.255.215+27 10 2005 300
195.19.224.103+27 10 2005 300
81.195.5.28+28 10 2005 301
194.85.81.212+28 10 2005 301
194.85.81.134+04 06 2006 155
213.180.3.178+29 10 2005 302
194.85.81.239+13 05 2006 133
72.36.182.42+29 10 2005 302
217.116.128.196+30 10 2005 303
85.94.3.22+30 10 2005 303
217.77.109.1+30 10 2005 303
85.94.3.84+30 10 2005 303
84.240.38.27+30 10 2005 303
69.25.71.12+30 10 2005 303
